Customer_ID,Total_Months,Active_Months,Inactive_Months,Reliability_Score,Reliability_Band,Total_Spend,Final_Avg_Spent,Total_Transaction_Value,Unique_Invoice_Count,Average_Invoice_Value,Monthly_Value_CV,Recency_Days,Customer_Lifetime_Months,Purchase_Frequency,First_Purchase_Date,Last_Purchase_Date,Spend_Trend,Trend_Status,Cluster,Customer_Segment,Risk_Level
13343,1,1,0,100.0,Very Loyal,141.33,6.4241,303.93,2,151.97,2.4495,194,7,0.2857,2011-06-15,2011-06-20,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
13344,2,2,0,100.0,Very Loyal,596.01,5.0085,2543.72,3,847.91,2.111,89,10,0.3,2011-03-07,2011-10-03,,Insufficient History,0,"High-Value, Reliable, Recent",Low Risk
13345,2,1,1,50.0,At Risk,124.8,5.6727,377.6,2,188.8,3.1623,298,11,0.1818,2011-02-25,2011-03-08,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Medium Risk
13346,5,0,5,0.0,Likely to Exit,11.35,1.8917,299.4,6,49.9,1.8984,484,21,0.2857,2010-04-22,2010-09-03,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13347,1,0,1,0.0,Likely to Exit,60.16,7.52,341.36,1,341.36,1.7321,92,4,0.25,2011-09-30,2011-09-30,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13348,1,0,1,0.0,Likely to Exit,30.88,2.2057,233.76,1,233.76,1.4142,86,3,0.3333,2011-10-06,2011-10-06,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13349,1,0,1,0.0,Likely to Exit,64.42,4.0263,247.32,1,247.32,1.0,32,2,0.5,2011-11-29,2011-11-29,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13350,3,1,2,33.33,Likely to Exit,401.03,9.3263,910.72,3,303.57,1.0981,38,4,0.75,2011-09-21,2011-11-23,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Medium Risk
13351,1,1,0,100.0,Very Loyal,103.97,6.4981,373.94,1,373.94,1.4142,88,3,0.3333,2011-10-04,2011-10-04,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
13352,2,0,2,0.0,Likely to Exit,95.26,3.5281,389.28,2,194.64,1.4142,29,3,0.6667,2011-10-10,2011-12-02,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13353,1,0,1,0.0,Likely to Exit,28.85,9.6167,-28.85,1,-28.85,0.0,410,14,0.0714,2010-11-16,2010-11-16,,Insufficient History,3,"Low-Value, Reliable, Lapsed",High Risk
13354,1,0,1,0.0,Likely to Exit,94.28,1.8486,743.53,1,743.53,1.7321,93,4,0.25,2011-09-29,2011-09-29,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13355,1,0,1,0.0,Likely to Exit,87.23,2.7259,674.7,1,674.7,2.0,144,5,0.2,2011-08-09,2011-08-09,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13356,1,1,0,100.0,Very Loyal,181.28,4.3162,768.24,1,768.24,1.7321,102,4,0.25,2011-09-20,2011-09-20,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
13357,4,4,0,100.0,Very Loyal,1259.3,3.1561,3838.36,5,767.67,2.306,279,22,0.2273,2010-03-22,2011-03-27,,Insufficient History,0,"High-Value, Reliable, Recent",Low Risk
13358,1,1,0,100.0,Very Loyal,145.19,5.0066,439.03,1,439.03,3.0,290,10,0.1,2011-03-16,2011-03-16,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Low Risk
13359,2,2,0,100.0,Very Loyal,341.1,5.5918,1001.96,4,250.49,2.4846,81,14,0.2857,2010-11-01,2011-10-11,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
13360,3,1,2,33.33,Likely to Exit,305.61,4.1864,1464.1,7,209.16,2.763,450,24,0.2917,2010-01-08,2010-10-07,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Medium Risk
13361,2,1,1,50.0,At Risk,150.9,4.4382,1450.5,2,725.25,3.1095,494,21,0.0952,2010-04-01,2010-08-24,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Medium Risk
13362,7,5,2,71.43,Likely to Stay,1028.33,3.3827,5357.57,10,535.76,1.3322,25,15,0.6667,2010-10-10,2011-12-06,,Insufficient History,0,"High-Value, Reliable, Recent",Low Risk
13363,3,2,1,66.67,Likely to Stay,344.78,3.3802,1723.86,3,574.62,2.0743,39,15,0.2,2010-10-26,2011-11-22,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
13364,2,0,2,0.0,Likely to Exit,51.96,2.598,0.0,2,0.0,1.7321,88,4,0.5,2011-09-29,2011-10-04,,Insufficient History,3,"Low-Value, Reliable, Lapsed",High Risk
13365,4,2,2,50.0,At Risk,440.41,3.2866,2164.32,4,541.08,2.6382,30,14,0.2857,2010-11-11,2011-12-01,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Medium Risk
13366,1,0,1,0.0,Likely to Exit,0.39,0.39,56.16,1,56.16,1.4142,72,3,0.3333,2011-10-20,2011-10-20,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13367,1,0,1,0.0,Likely to Exit,92.2,4.61,510.2,1,510.2,3.7417,453,15,0.0667,2010-10-04,2010-10-04,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13368,3,2,1,66.67,Likely to Stay,246.68,4.6543,1086.1,5,217.22,2.4692,278,15,0.3333,2010-10-12,2011-03-28,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
13369,1,1,0,100.0,Very Loyal,197.56,5.9867,572.03,2,286.01,3.4641,376,13,0.1538,2010-12-09,2010-12-20,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Low Risk
13370,1,1,0,100.0,Very Loyal,332.38,3.777,1442.64,2,721.32,3.4641,388,13,0.1538,2010-12-03,2010-12-08,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Low Risk
13371,2,2,0,100.0,Very Loyal,394.58,4.1535,2271.46,4,567.87,3.1644,520,22,0.1818,2010-03-17,2010-07-29,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Low Risk
13372,1,1,0,100.0,Very Loyal,138.47,6.0204,378.64,1,378.64,1.7321,111,4,0.25,2011-09-11,2011-09-11,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
13373,6,6,0,100.0,Very Loyal,1181.73,3.3009,7587.19,6,1264.53,1.9129,82,25,0.24,2009-12-06,2011-10-10,1.177,Increasing,0,"High-Value, Reliable, Recent",Low Risk
13374,2,0,2,0.0,Likely to Exit,102.75,6.0441,422.8,2,211.4,2.897,436,16,0.125,2010-09-16,2010-10-21,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13375,2,2,0,100.0,Very Loyal,229.26,3.1842,1786.48,3,595.49,2.6716,103,16,0.1875,2010-09-21,2011-09-19,0.0,Declining,1,"Mid-Value, Unreliable, Recent",Low Risk
13376,3,1,2,33.33,Likely to Exit,285.13,5.3798,1019.76,3,339.92,1.4515,121,9,0.3333,2011-04-19,2011-09-01,0.0,Declining,1,"Mid-Value, Unreliable, Recent",Medium Risk
13377,2,2,0,100.0,Very Loyal,482.48,5.9565,1495.43,4,373.86,3.1666,418,22,0.1818,2010-03-04,2010-11-08,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Low Risk
13378,1,1,0,100.0,Very Loyal,756.4,756.4,-756.4,1,-756.4,0.0,444,15,0.0667,2010-10-13,2010-10-13,,Insufficient History,3,"Low-Value, Reliable, Lapsed",Low Risk
13379,3,0,3,0.0,Likely to Exit,169.78,1.7503,572.56,3,190.85,1.1508,48,6,0.5,2011-07-26,2011-11-13,3.201,Increasing,1,"Mid-Value, Unreliable, Recent",High Risk
13380,1,0,1,0.0,Likely to Exit,3.95,1.3167,62.4,1,62.4,3.7417,454,15,0.0667,2010-10-03,2010-10-03,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13381,13,5,8,38.46,Likely to Exit,1075.51,2.9793,8185.02,15,545.67,1.1997,43,25,0.6,2009-12-01,2011-11-18,0.337,Declining,0,"High-Value, Reliable, Recent",Medium Risk
13382,4,0,4,0.0,Likely to Exit,208.48,2.4242,1387.58,5,277.52,2.4367,302,25,0.2,2009-12-08,2011-03-04,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13383,1,0,1,0.0,Likely to Exit,1.06,1.06,305.28,1,305.28,4.2426,565,19,0.0526,2010-06-14,2010-06-14,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13384,9,4,5,44.44,At Risk,857.04,3.1625,6635.09,15,442.34,1.265,52,18,0.8333,2010-07-27,2011-11-09,0.526,Declining,0,"High-Value, Reliable, Recent",Medium Risk
13385,1,1,0,100.0,Very Loyal,158.66,4.5331,534.57,1,534.57,3.3166,351,12,0.0833,2011-01-14,2011-01-14,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Low Risk
13386,2,0,2,0.0,Likely to Exit,71.14,2.2948,835.46,2,417.73,2.7379,436,16,0.125,2010-09-28,2010-10-21,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13387,1,1,0,100.0,Very Loyal,140.41,1.9234,189.44,1,189.44,3.7417,439,15,0.0667,2010-10-18,2010-10-18,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Low Risk
13388,3,2,1,66.67,Likely to Stay,335.88,4.7983,1135.7,4,283.93,3.1164,143,21,0.1905,2010-04-15,2011-08-10,0.0,Declining,1,"Mid-Value, Unreliable, Recent",Low Risk
13389,3,0,3,0.0,Likely to Exit,196.09,3.8449,797.96,3,265.99,1.4417,33,9,0.3333,2011-04-21,2011-11-28,0.676,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
13390,1,0,1,0.0,Likely to Exit,39.79,3.0608,544.08,1,544.08,1.7321,96,4,0.25,2011-09-26,2011-09-26,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13391,1,0,1,0.0,Likely to Exit,14.95,14.95,59.8,1,59.8,2.6458,225,8,0.125,2011-05-20,2011-05-20,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13392,1,0,1,0.0,Likely to Exit,11.57,1.4463,91.14,1,91.14,4.7958,699,24,0.0417,2010-01-31,2010-01-31,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13393,4,1,3,25.0,Likely to Exit,311.99,4.2738,1105.85,6,184.31,2.8241,605,25,0.24,2009-12-07,2010-05-05,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13394,19,1,18,5.26,Likely to Exit,929.12,2.1965,6323.88,24,263.5,0.7126,23,25,0.96,2009-12-01,2011-12-08,0.512,Declining,0,"High-Value, Reliable, Recent",High Risk
13395,3,0,3,0.0,Likely to Exit,154.44,1.9067,1180.23,3,393.41,2.0604,207,15,0.2,2010-10-14,2011-06-07,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13396,2,1,1,50.0,At Risk,188.98,4.0209,1325.29,4,331.32,2.4727,43,12,0.3333,2011-01-24,2011-11-18,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Medium Risk
13397,11,0,11,0.0,Likely to Exit,445.74,4.7929,3094.11,13,238.01,1.1982,94,24,0.5417,2010-01-20,2011-09-28,0.0,Declining,0,"High-Value, Reliable, Recent",High Risk
13398,2,0,2,0.0,Likely to Exit,157.72,4.0441,670.34,2,335.17,2.8395,214,16,0.125,2010-09-17,2011-05-31,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13399,2,0,2,0.0,Likely to Exit,54.15,3.61,275.4,3,91.8,2.9609,486,18,0.1667,2010-07-08,2010-09-01,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13400,1,0,1,0.0,Likely to Exit,50.25,2.0938,300.93,2,150.47,4.3589,596,20,0.1,2010-05-06,2010-05-14,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13401,1,1,0,100.0,Very Loyal,1834.14,1834.14,-1834.14,1,-1834.14,0.0,646,22,0.0455,2010-03-25,2010-03-25,,Insufficient History,3,"Low-Value, Reliable, Lapsed",Low Risk
13402,4,0,4,0.0,Likely to Exit,233.34,2.4306,1535.13,4,383.78,2.1485,149,20,0.2,2010-05-24,2011-08-04,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
13403,3,0,3,0.0,Likely to Exit,32.8,3.6444,229.5,3,76.5,2.7086,39,25,0.12,2009-12-16,2011-11-22,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13404,2,0,2,0.0,Likely to Exit,31.91,2.9009,252.49,2,126.25,2.2593,23,8,0.25,2011-05-11,2011-12-08,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13405,6,0,6,0.0,Likely to Exit,219.32,4.7678,1196.56,9,132.95,2.2835,96,25,0.36,2009-12-15,2011-09-26,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
13406,2,0,2,0.0,Likely to Exit,24.14,2.414,557.22,3,185.74,3.582,449,22,0.1364,2010-03-18,2010-10-08,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13407,3,1,2,33.33,Likely to Exit,243.08,2.6422,2111.89,6,351.98,3.2693,600,23,0.2609,2010-02-16,2010-05-10,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Medium Risk
13408,25,11,14,44.0,At Risk,2632.48,3.012,50852.85,135,376.69,0.481,23,25,5.4,2009-12-04,2011-12-08,1.054,Stable,0,"High-Value, Reliable, Recent",Medium Risk
13409,1,1,0,100.0,Very Loyal,525.65,525.65,-525.65,1,-525.65,0.0,646,22,0.0455,2010-03-25,2010-03-25,,Insufficient History,3,"Low-Value, Reliable, Lapsed",Low Risk
13410,10,0,10,0.0,Likely to Exit,129.9,2.4509,2172.51,12,181.04,1.6478,30,25,0.48,2009-12-08,2011-12-01,1.449,Increasing,0,"High-Value, Reliable, Recent",High Risk
13411,1,0,1,0.0,Likely to Exit,58.75,3.2639,213.55,1,213.55,2.0,129,5,0.2,2011-08-24,2011-08-24,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13412,1,1,0,100.0,Very Loyal,163.85,4.8191,487.35,1,487.35,4.5826,642,22,0.0455,2010-03-29,2010-03-29,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Low Risk
13413,3,0,3,0.0,Likely to Exit,89.36,1.9858,345.8,8,43.23,3.2137,661,24,0.3333,2010-01-21,2010-03-10,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13414,6,0,6,0.0,Likely to Exit,122.67,2.1521,2482.24,7,354.61,2.3521,155,25,0.28,2009-12-08,2011-07-29,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
13415,3,2,1,66.67,Likely to Stay,285.25,2.4591,681.92,5,136.38,3.3135,494,25,0.2,2009-12-11,2010-08-24,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Low Risk
13416,3,0,3,0.0,Likely to Exit,127.1,4.8885,940.8,3,313.6,2.831,65,25,0.12,2009-12-03,2011-10-27,1.591,Increasing,1,"Mid-Value, Unreliable, Recent",High Risk
13417,6,2,4,33.33,Likely to Exit,378.04,4.6102,1593.89,7,227.7,2.1769,26,23,0.3043,2010-02-08,2011-12-05,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Medium Risk
13418,17,4,13,23.53,Likely to Exit,1682.32,2.9258,11916.16,37,322.06,1.0853,33,25,1.48,2009-12-11,2011-11-28,0.839,Declining,0,"High-Value, Reliable, Recent",High Risk
13419,1,0,1,0.0,Likely to Exit,16.19,1.0119,221.06,1,221.06,1.4142,85,3,0.3333,2011-10-07,2011-10-07,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13420,2,0,2,0.0,Likely to Exit,31.89,3.189,140.35,4,35.09,1.679,156,7,0.5714,2011-06-22,2011-07-28,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
13421,6,3,3,50.0,At Risk,637.55,2.3184,4088.82,11,371.71,1.8273,62,23,0.4783,2010-02-14,2011-10-30,,Insufficient History,0,"High-Value, Reliable, Recent",Medium Risk
13422,1,1,0,100.0,Very Loyal,389.84,3.0456,2601.55,2,1300.78,1.4142,73,3,0.6667,2011-10-06,2011-10-19,,Insufficient History,0,"High-Value, Reliable, Recent",Low Risk
13423,1,0,1,0.0,Likely to Exit,26.78,2.2317,217.03,1,217.03,3.7417,450,15,0.0667,2010-10-07,2010-10-07,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13424,1,0,1,0.0,Likely to Exit,71.83,1.752,557.92,2,278.96,3.873,466,16,0.125,2010-09-16,2010-09-21,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13425,5,2,3,40.0,At Risk,469.05,2.5914,3375.93,8,421.99,1.8445,130,20,0.4,2010-05-09,2011-08-23,0.0,Declining,0,"High-Value, Reliable, Recent",Medium Risk
13426,18,0,18,0.0,Likely to Exit,708.05,2.0523,8076.76,24,336.53,0.7838,22,25,0.96,2009-12-09,2011-12-09,4.513,Increasing,0,"High-Value, Reliable, Recent",High Risk
13427,6,0,6,0.0,Likely to Exit,88.69,1.7056,1006.53,6,167.76,1.8937,41,25,0.24,2009-12-17,2011-11-20,0.47,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
13428,2,2,0,100.0,Very Loyal,266.24,1.8489,499.98,3,166.66,2.8536,32,18,0.1667,2010-07-13,2011-11-29,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
13429,3,0,3,0.0,Likely to Exit,81.79,1.2207,1006.8,4,251.7,0.5815,32,4,1.0,2011-09-25,2011-11-29,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13430,2,0,2,0.0,Likely to Exit,94.13,1.7431,648.69,4,162.17,1.0001,40,4,1.0,2011-09-14,2011-11-21,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13431,8,0,8,0.0,Likely to Exit,469.34,3.6103,3289.24,9,365.47,1.733,89,23,0.3913,2010-02-18,2011-10-03,0.487,Declining,0,"High-Value, Reliable, Recent",High Risk
13432,2,1,1,50.0,At Risk,253.58,2.2845,439.1,2,219.55,3.3519,593,21,0.0952,2010-04-06,2010-05-17,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Medium Risk
13433,4,0,4,0.0,Likely to Exit,112.42,4.4968,656.87,5,131.37,2.9,459,24,0.2083,2010-01-12,2010-09-28,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13434,4,0,4,0.0,Likely to Exit,69.44,1.984,1666.86,5,333.37,2.2197,96,23,0.2174,2010-02-22,2011-09-26,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
13435,8,0,8,0.0,Likely to Exit,426.6,2.7701,4459.83,11,405.44,1.2399,27,18,0.6111,2010-07-27,2011-12-04,1.207,Increasing,0,"High-Value, Reliable, Recent",High Risk
13436,1,0,1,0.0,Likely to Exit,69.96,5.83,196.89,1,196.89,0.0,23,1,1.0,2011-12-08,2011-12-08,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13437,4,2,2,50.0,At Risk,816.46,4.889,3408.06,7,486.87,1.2943,36,7,1.0,2011-06-02,2011-11-25,2.412,Increasing,0,"High-Value, Reliable, Recent",Medium Risk
13438,1,0,1,0.0,Likely to Exit,4.65,4.65,46.5,1,46.5,4.2426,569,19,0.0526,2010-06-10,2010-06-10,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13439,3,2,1,66.67,Likely to Stay,345.4,2.0683,986.61,3,328.87,2.2855,277,18,0.1667,2010-07-01,2011-03-29,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
13440,2,1,1,50.0,At Risk,230.1,3.2871,1213.95,10,121.4,3.7948,445,16,0.625,2010-09-14,2010-10-12,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Medium Risk
13441,2,0,2,0.0,Likely to Exit,91.05,2.3961,720.9,2,360.45,2.5952,113,15,0.1333,2010-10-04,2011-09-09,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
13442,3,1,2,33.33,Likely to Exit,266.38,7.01,419.87,3,139.96,2.8398,689,25,0.12,2009-12-01,2010-02-10,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Medium Risk
13443,4,3,1,75.0,Likely to Stay,582.58,2.8419,1247.71,7,178.24,2.4545,470,24,0.2917,2010-01-31,2010-09-17,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Low Risk
13444,2,1,1,50.0,At Risk,136.0,2.3448,631.68,2,315.84,3.3077,396,18,0.1111,2010-07-21,2010-11-30,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Medium Risk
13445,1,0,1,0.0,Likely to Exit,13.79,1.97,241.9,1,241.9,4.5826,648,22,0.0455,2010-03-23,2010-03-23,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13446,8,3,5,37.5,Likely to Exit,627.55,2.9325,3608.86,18,200.49,1.5754,442,23,0.7826,2010-02-14,2010-10-15,,Insufficient History,0,"High-Value, Reliable, Recent",Medium Risk
13447,1,1,0,100.0,Very Loyal,195.23,3.1489,1104.23,4,276.06,1.0,45,2,2.0,2011-11-04,2011-11-16,,Insufficient History,0,"High-Value, Reliable, Recent",Low Risk
13448,10,8,2,80.0,Very Loyal,2809.12,4.9807,8447.75,19,444.62,1.43,38,25,0.76,2009-12-06,2011-11-23,1.014,Stable,0,"High-Value, Reliable, Recent",Low Risk
13449,1,0,1,0.0,Likely to Exit,36.57,1.9247,291.88,1,291.88,1.0,45,2,0.5,2011-11-16,2011-11-16,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13450,11,0,11,0.0,Likely to Exit,221.94,1.4996,4117.54,14,294.11,1.106,48,21,0.6667,2010-04-15,2011-11-13,0.302,Declining,0,"High-Value, Reliable, Recent",High Risk
13451,11,11,0,100.0,Very Loyal,2164.07,2.0729,7119.97,13,547.69,1.1342,48,22,0.5909,2010-03-21,2011-11-13,0.632,Declining,0,"High-Value, Reliable, Recent",Low Risk
13452,2,1,1,50.0,At Risk,624.95,208.3167,729.8,3,243.27,3.2764,281,17,0.1765,2010-08-24,2011-03-25,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Medium Risk
13453,3,0,3,0.0,Likely to Exit,173.47,4.1302,758.99,5,151.8,2.1435,187,14,0.3571,2010-11-02,2011-06-27,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13454,1,0,1,0.0,Likely to Exit,34.19,1.4865,219.87,1,219.87,4.5826,663,22,0.0455,2010-03-08,2010-03-08,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13455,10,3,7,30.0,Likely to Exit,763.94,4.6582,2773.82,11,252.17,2.5484,46,25,0.44,2009-12-09,2011-11-15,,Insufficient History,0,"High-Value, Reliable, Recent",Medium Risk
13456,5,0,5,0.0,Likely to Exit,228.95,3.5223,1737.82,7,248.26,0.8779,39,8,0.875,2011-05-16,2011-11-22,2.12,Increasing,1,"Mid-Value, Unreliable, Recent",High Risk
13457,2,0,2,0.0,Likely to Exit,17.34,1.5764,143.27,4,35.82,3.8541,710,25,0.16,2009-12-02,2010-01-20,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13458,13,6,7,46.15,At Risk,1268.19,2.5517,11850.62,24,493.78,0.7207,29,14,1.7143,2010-11-16,2011-12-02,1.743,Increasing,0,"High-Value, Reliable, Recent",Medium Risk
13459,2,0,2,0.0,Likely to Exit,166.6,2.2822,1160.41,2,580.2,3.3303,646,24,0.0833,2010-01-26,2010-03-25,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13460,2,0,2,0.0,Likely to Exit,18.02,1.06,183.44,2,91.72,0.7377,51,3,0.6667,2011-10-21,2011-11-10,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13461,7,0,7,0.0,Likely to Exit,133.83,2.0277,4138.5,8,517.31,2.1919,60,21,0.381,2010-04-21,2011-11-01,1.822,Increasing,0,"High-Value, Reliable, Recent",High Risk
13462,6,0,6,0.0,Likely to Exit,187.23,2.6004,1145.6,6,190.93,2.3343,205,25,0.24,2009-12-14,2011-06-09,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13463,1,1,0,100.0,Very Loyal,158.65,158.65,-158.65,1,-158.65,0.0,442,15,0.0667,2010-10-15,2010-10-15,,Insufficient History,3,"Low-Value, Reliable, Lapsed",Low Risk
13464,5,3,2,60.0,Likely to Stay,565.72,3.7218,3083.89,7,440.56,2.0778,80,22,0.3182,2010-03-19,2011-10-12,,Insufficient History,0,"High-Value, Reliable, Recent",Low Risk
13465,2,0,2,0.0,Likely to Exit,78.73,2.3156,931.12,2,465.56,3.1595,468,20,0.1,2010-05-02,2010-09-19,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13466,6,0,6,0.0,Likely to Exit,178.08,3.0183,952.25,7,136.04,2.1668,122,22,0.3182,2010-03-21,2011-08-31,-0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
13467,1,1,0,100.0,Very Loyal,270.45,2.7318,1083.71,2,541.86,1.0,32,2,1.0,2011-11-03,2011-11-29,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
13468,25,12,13,48.0,At Risk,3172.54,4.2301,13091.61,87,150.48,0.5309,23,25,3.48,2009-12-03,2011-12-08,0.727,Declining,0,"High-Value, Reliable, Recent",Medium Risk
13469,1,0,1,0.0,Likely to Exit,16.2,2.7,82.4,1,82.4,4.6904,675,23,0.0435,2010-02-24,2010-02-24,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13470,2,0,2,0.0,Likely to Exit,16.5,1.65,165.0,2,82.5,1.3784,121,5,0.4,2011-08-16,2011-09-01,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13471,3,2,1,66.67,Likely to Stay,651.96,2.5075,2531.58,4,632.89,0.2015,23,3,1.3333,2011-10-23,2011-12-08,,Insufficient History,0,"High-Value, Reliable, Recent",Low Risk
13472,2,0,2,0.0,Likely to Exit,73.55,2.6268,592.24,2,296.12,2.9368,485,19,0.1053,2010-06-02,2010-09-02,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
13473,6,1,5,16.67,Likely to Exit,305.3,4.2403,2410.98,10,241.1,2.2457,82,25,0.4,2009-12-15,2011-10-10,,Insufficient History,0,"High-Value, Reliable, Recent",High Risk
13474,3,2,1,66.67,Likely to Stay,366.54,2.8195,663.79,3,221.26,2.5219,258,17,0.1765,2010-08-01,2011-04-17,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
13475,4,0,4,0.0,Likely to Exit,248.42,2.8886,1431.78,4,357.95,1.5074,213,11,0.3636,2011-02-14,2011-06-01,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
13476,5,2,3,40.0,At Risk,886.94,8.1371,1915.77,7,273.68,2.0666,200,22,0.3182,2010-03-05,2011-06-14,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Medium Risk
13477,11,1,10,9.09,Likely to Exit,407.22,2.5451,2821.12,13,217.01,1.3674,59,24,0.5417,2010-01-25,2011-11-02,4.149,Increasing,0,"High-Value, Reliable, Recent",High Risk
13478,6,1,5,16.67,Likely to Exit,532.78,4.067,2068.03,7,295.43,2.9017,491,24,0.2917,2010-01-31,2010-08-27,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
